gene,representative_probe,n_probes_for_gene,mean_expression
RGS7BP,237719_x_at,1,0.08971399
RGS9,206518_s_at,1,0.16570969
RGS9BP,1556199_a_at,1,0.081462055
RGSL1,211446_at,1,0.113491446
RGMB-AS1,1558899_s_at,1,0.1598352
RGN,210751_s_at,1,0.13806774
RGP1,203169_at,1,0.46771297
RGPD1,235597_s_at,1,0.20789061
HSCB,223647_x_at,1,0.5395828
HSD11B1,205404_at,1,0.22052574
HSD11B1-AS1,237154_at,1,0.17277643
HRAS,212983_at,1,0.43384558
HRC,207066_at,1,0.06020609
HRCT1,235496_at,1,0.15814279
HSD17B3,206985_at,1,0.16334605
HSD17B7,220081_x_at,1,0.5706349
HSD17B7P2,224058_s_at,1,0.2305164
HSD17B8,213540_at,1,0.44165656
HSD3B2,206294_at,1,0.096781224
HSD3B7,222817_at,1,0.2166133
HS3ST2,219697_at,1,0.24634823
HS3ST3A1,219985_at,1,0.09587144
HS3ST4,228206_at,1,0.19880481
HS3ST5,240479_at,1,0.16707377
HPSE2,220927_s_at,1,0.12169731
HOXC9,231936_at,1,0.085217685
HOXD-AS2,229493_at,1,0.16718434
HOXD11,214604_at,1,0.1436773
HOXD12,221411_at,1,0.028668853
HRG-AS1,214417_s_at,1,0.15201831
HROB,219879_s_at,1,0.25552297
HPD,206024_at,1,0.06379637
HPDL,229332_at,1,0.17437327
HPGDS,206726_at,1,0.26159975
HPN,204934_s_at,1,0.22760053
RHOC,235742_at,1,0.17101017
RHOG,203175_at,1,0.71506256
RHBDF2,219202_at,1,0.49745354
RHBDL1,207383_s_at,1,0.118558325
HSBP1L1,232594_at,1,0.36191958
HOXA4,206289_at,1,0.20859669
RIMBP3,230062_at,1,0.33022293
RIN1,205211_s_at,1,0.3756936
RHOV,241990_at,1,0.12625736
RHOXF1,1552724_at,1,0.28944933
RHOXF2,236920_at,1,0.07018133
RHPN1-AS1,207458_at,1,0.26395717
RHPN2,227196_at,1,0.1959663
RIBC2,206526_at,1,0.1539555
RIC8A,221647_s_at,1,0.6110456
RHOBTB1,212651_at,1,0.26435408
HOXD8,231906_at,1,0.25794414
HPCA,205454_at,1,0.24628617
HOXB4,231767_at,1,0.26725882
HPS1-AS1,238979_at,1,0.12345195
HPS5,204544_at,1,0.41105178
HOXA5,213844_at,1,0.31161216
HOXA6,208557_at,1,0.2885266
HOXB2,205453_at,1,0.3517919
HOMEZ,231868_at,1,0.19828165
HOOK2,218780_at,1,0.3085036
HOXC-AS3,1561273_at,1,0.16925032
HOXC10,218959_at,1,0.18581393
HOXC11,206745_at,1,0.20491658
HOXC12,1553512_at,1,0.1651104
HOXC13,219832_s_at,1,0.037824955
HOXC4,206194_at,1,0.33386892
HOXC5,206739_at,1,0.12304849
HOXC6,206858_s_at,1,0.1652496
HOXC8,221350_at,1,0.25201377
HOXA10-AS,231365_at,1,0.10368935
HOXA2,214457_at,1,0.15582837
RIOK1,224450_s_at,1,0.54879004
HOATZ,1568606_at,1,0.17745447
HOGA1,239093_at,1,0.17231019
HNF4A-AS1,1563265_at,1,0.07282264
HORMAD1,223861_at,1,0.116684124
HOTAIR,239153_at,1,0.07590588
HOXA-AS3,239915_at,1,0.1408604
HOXA1,214639_s_at,1,0.15111057
HNRNPF,201376_s_at,1,0.5632944
HNRNPH2,201132_at,1,0.7009801
RIOX1,219526_at,1,0.5048042
RIPK3,228139_at,1,0.41218442
RIIAD1,237131_at,1,0.18178633
RILP,227366_at,1,0.45247594
RILPL1,226207_at,1,0.33757317
RILPL2,227983_at,1,0.7069376
RIPPLY1,1560291_at,1,0.13411176
RIPPLY2,236771_at,1,0.09153407
RIPPLY3,207267_s_at,1,0.2520952
RIT2,206984_s_at,1,0.101276524
HNRNPAB,201277_s_at,1,0.7298715
HNRNPCL1,216302_at,1,0.25874385
HNRNPD-DT,235607_at,1,0.44408125
HMGN2,208668_x_at,1,0.8475517
HMGN2P46,242649_x_at,1,0.12848632
HMGN3,209377_s_at,1,0.76698637
RLBP1,206154_at,1,0.12226938
RLF,204243_at,1,0.5721506
RLN1,211753_s_at,1,0.1805135
RLN2,214519_s_at,1,0.18522395
RLN3,1553403_at,1,0.08542579
RINT1,218598_at,1,0.5068313
HMGB4,230473_s_at,1,0.10847866
HMGCL,202772_at,1,0.4441993
HLA-DRB5,204670_x_at,1,0.78551644
HMHB1,208302_at,1,0.2923725
HMMR-AS1,1557029_at,1,0.116265476
HMOX1,203665_at,1,0.44133136
HMX1,207353_s_at,1,0.06839507
HMX2,244565_at,1,0.23996887
HMCN1,235944_at,1,0.060609624
HMG20A,218152_at,1,0.5042685
RNASE11,231603_at,1,0.043335684
RNASE11-AS1,1562581_at,1,0.1230829
RNASE2,206111_at,1,0.6534678
RNASE2CP,216667_at,1,0.3688315
RNASE3,206851_at,1,0.51887083
RIPOR3-AS1,243710_at,1,0.30078575
HLA-DQB2,215536_at,1,0.2859478
HIPK4,1553238_a_at,1,0.29520395
HLA-J,217436_x_at,1,0.7350852
HLTF,202983_at,1,0.5403128
HLX,214438_at,1,0.49039283
HMBS,203040_s_at,1,0.5640704
HLA-DMA,217478_s_at,1,0.6945378
HLA-DMB,203932_at,1,0.6789923
RNASEK,224573_at,1,0.7979595
RND1,210056_at,1,0.13277821
RND3,212724_at,1,0.18801428
RNF11,208924_at,1,0.71350765
RMDN3,218126_at,1,0.51321805
RMI1,218979_at,1,0.42323887
RMI2,226456_at,1,0.3935506
HMGB3P1,216548_x_at,1,0.39397666
RNF122,219897_at,1,0.36005548
HISLA,1559363_at,1,0.057153985
HJURP,218726_at,1,0.3860507
HJV,228621_at,1,0.13413997
HK1,200697_at,1,0.651264
HK2,202934_at,1,0.48738155
HK3,205936_s_at,1,0.3893224
HIF1A,200989_at,1,0.7960409
HIGD1B,219719_at,1,0.06752957
RNF126P1,222349_x_at,1,0.3547499
RNF128,219263_at,1,0.09881833
RNF133,231373_at,1,0.034328785
RNASE6,213566_at,1,0.4708583
RNASEH1-DT,232790_at,1,0.2996766
RNASEH2A,203022_at,1,0.51112956
HLA-DPB2,239975_at,1,0.2532489
RNF186,219739_at,1,0.17091975
RNF139,209510_at,1,0.67900455
RNF139-DT,227745_at,1,0.34410518
HINFP,206495_s_at,1,0.39151883
HINT2,224415_s_at,1,0.58606017
HGFAC,207027_at,1,0.07857933
HHAT,219687_at,1,0.23518151
HHATL,223572_at,1,0.09099252
RNF148,242925_at,1,0.028394658
RNF149,225414_at,1,0.58026516
RNF151,236689_at,1,0.14049621
RNF157-AS1,230776_at,1,0.11500017
RNF111,218761_at,1,0.5031334
RNF112,223603_at,1,0.06838171
RNF113A,209565_at,1,0.6327574
RNF121,219021_at,1,0.36999953
RNF227,238096_at,1,0.31493482
RNF166,227726_at,1,0.53230345
RNF167,212047_s_at,1,0.54952174
RNF169,226739_at,1,0.5497795
RNF175,236465_at,1,0.29354715
HHIP-AS1,236632_at,1,0.28914943
HHIPL2,220283_at,1,0.21914841
HES7,224548_at,1,0.2506017
HESX1,211267_at,1,0.20067942
HEXA-AS1,220718_at,1,0.09673548
HEXB,201944_at,1,0.6427179
RNF181,223064_at,1,0.67171526
RNF182,230720_at,1,0.23600689
RNF183,235153_at,1,0.20812522
RNF185,224750_at,1,0.37754565
RNF185-AS1,207280_at,1,0.11579647
HERPUD2-AS1,236170_x_at,1,0.27125144
HES4,227347_x_at,1,0.14501315
HES5,239230_at,1,0.15551947
HECW2-AS1,232397_at,1,0.11928835
HEIH,226146_at,1,0.574347
HEXIM2,238547_at,1,0.31218758
HGC6.3,211111_at,1,0.09493091
HERC2P2,217317_s_at,1,0.62842625
HERC2P3,215847_at,1,0.1052247
HERC2P8,216196_at,1,0.16445974
HERC5,219863_at,1,0.51021403
RNF213-AS1,1569078_at,1,0.15097038
RNF214,227114_at,1,0.34614626
RNF215,234461_at,1,0.16841836
RNF217-AS1,1563496_at,1,0.10748321
RNF220,219988_s_at,1,0.5576429
HENMT1,225841_at,1,0.5377524
HEPACAM,238003_at,1,0.15512784
HEPACAM2,242601_at,1,0.19478503
HEATR4,1560727_at,1,0.1199073
HEATR5A,226510_at,1,0.3291457
HEATR5A-DT,1570226_at,1,0.06519495
HEATR9,1553378_a_at,1,0.11455428
HEBP1,218450_at,1,0.60966176
RNF39,219916_s_at,1,0.1212139
RNF4,212696_s_at,1,0.63550353
RNF43,218704_at,1,0.21735473
RNF44,203286_at,1,0.6608145
RNF2,205215_at,1,0.34735736
RNF20,222683_at,1,0.5450875
RNF208,221273_s_at,1,0.19488277
RNF212B,240320_at,1,0.13154389
HCRTR1,207619_at,1,0.06544462
HCRTR2,207393_at,1,0.16205487
HCST,223640_at,1,0.6735177
HDAC1,201209_at,1,0.70303255
HECTD3,218632_at,1,0.4742323
HECW1-IT1,1560950_at,1,0.07699048
HDC,207067_s_at,1,0.28872555
HDDC3,227008_at,1,0.4536219
HDGF,200896_x_at,1,0.7181703
HDGFL1,232680_at,1,0.37505755
HDGFL2,223252_at,1,0.4789846
RNPEP,208270_s_at,1,0.57455176
RNPEPL1,218301_at,1,0.493592
RNU6-501P,1570093_at,1,0.15291426
ROBO1,213194_at,1,0.15816492
RNF25,218861_at,1,0.26388773
HDAC2-AS2,1559620_at,1,0.06639563
HDAC3,216326_s_at,1,0.56644076
HDAC4-AS1,237764_at,1,0.26066208
HCG22,1560767_at,1,0.2688506
HCG26,214186_s_at,1,0.33651462
HCG27,1559050_at,1,0.27049786
HCG4,206685_at,1,0.10551763
HCG4B,215973_at,1,0.16824771
ROR1-AS1,1562823_at,1,0.0700295
ROR2,205578_at,1,0.09843753
HDHD2,223155_at,1,0.58692855
HDHD3,221256_s_at,1,0.36530793
HDHD5,218592_s_at,1,0.54138756
HDHD5-AS1,1559920_a_at,1,0.107134454
HDX,1553646_at,1,0.12754002
HCRT,207642_at,1,0.26413217
HCLS1,202957_at,1,0.74893695
HCN3,228741_s_at,1,0.26305512
HCP5,206082_at,1,0.4088722
HCP5B,1560213_at,1,0.20478626
HBG1,204848_x_at,1,0.62102556
HBM,240336_at,1,0.5828423
HBQ1,220807_at,1,0.23359013
RPA2,201756_at,1,0.58606535
RPA3,209507_at,1,0.6223157
RPA4,221143_at,1,0.21677355
RPAP1,218441_s_at,1,0.37776896
RPAP3-DT,1563707_at,1,0.08520755
ROBO3,219550_at,1,0.28036138
ROGDI,218394_at,1,0.48677704
ROM1,205806_at,1,0.19486648
ROMO1,224972_at,1,0.703969
RPL22L1,225541_at,1,0.7678094
RPL23AP32,207283_at,1,0.40412456
RPL23AP53,222225_at,1,0.18748455
RPE65,207107_at,1,0.091165125
RPF2,225866_at,1,0.55628353
RPGR,207624_s_at,1,0.41287053
RPGRIP1,206608_s_at,1,0.23107313
RPH3A,205230_at,1,0.28129974
RPH3AL-AS1,238091_at,1,0.07985195
RPIA,212973_at,1,0.6479518
RPL10L,217559_at,1,0.4808454
RPL11,200010_at,1,0.8765413
RP1,224021_at,1,0.10579814
RP1L1,1555245_s_at,1,0.13354091
HCG9,208287_at,1,0.15533014
HCK,208018_s_at,1,0.50619644
RPL32,200674_s_at,1,0.89552057
RPL34,200026_at,1,0.879419
RPL34-DT,1563581_at,1,0.09315702
RPL35,200002_at,1,0.85329694
RPL13AP17,1555083_at,1,0.24031283
RPL13P5,210822_at,1,0.23338412
HBZ,206647_at,1,0.240802
HCAR1,224131_at,1,0.11787367
HCAR3,205220_at,1,0.46405622
HCCAT5,1570315_at,1,0.26960015
HAUS3,210054_at,1,0.6163932
HAUS4,218383_at,1,0.58561003
HAUS8,226308_at,1,0.3274231
RPL18A,200869_at,1,0.89068437
RPL19,200029_at,1,0.8863232
RPL21,200012_x_at,1,0.8727448
RPL41,201492_s_at,1,0.9202473
RPL6,200034_s_at,1,0.86048853
RPL23AP7,221634_at,1,0.36742166
RPL26L1,218830_at,1,0.64083105
RPL26L1-AS1,233491_at,1,0.09952532
HAVCR1,207052_at,1,0.11413042
HAVCR1P1,239386_at,1,0.18490036
HBA2,217414_x_at,1,0.80127424
HBBP1,216063_at,1,0.29354134
HBD,206834_at,1,0.6710699
HAPLN2,220142_at,1,0.12187322
HAPLN3,227262_at,1,0.33992594
HAPLN4,235420_at,1,0.18440965
HAPSTR2,240312_at,1,0.07113361
HAR1A,1557098_s_at,1,0.17986819
RPL30,200062_s_at,1,0.91904515
RPL36,219762_s_at,1,0.8555784
RPL36AL,207585_s_at,1,0.8018631
HARBI1,241498_at,1,0.29231712
HARS1,202042_at,1,0.57326555
HARS2,209252_at,1,0.45945203
HAS1,207316_at,1,0.0952096
HASPIN,223759_s_at,1,0.35570315
HAT1,203138_at,1,0.64643496
HAUS1,225297_at,1,0.6351939
HACL1,223211_at,1,0.4847365
HADHB,201007_at,1,0.7096583
HAGH,205012_s_at,1,0.48102933
HAGHL,223485_at,1,0.4059788
RPL39,208695_s_at,1,0.9154695
RPL39L,210115_at,1,0.34744045
RPL3L,206768_at,1,0.17889097
HAGLROS,230935_at,1,0.108061254
HAMP,220491_at,1,0.3278424
HAND1,220138_at,1,0.21773462
HAND2,220480_at,1,0.107559755
HAO1,220224_at,1,0.06800652
H4C3,205967_at,1,0.67544615
H4C4,208076_at,1,0.277104
H4C5,206951_at,1,0.34240785
H4C6,208026_at,1,0.18366621
H4C7,208551_at,1,0.21678199
H4C9,214634_at,1,0.28764325
RPN1,201011_at,1,0.6617338
RPP21,218836_at,1,0.5567273
RPP25L,225403_at,1,0.49711213
RPP38,205562_at,1,0.44252747
RPP40,213427_at,1,0.42590275
HACE1,227471_at,1,0.42393428
H3C1,208575_at,1,0.22037339
H3C10,206110_at,1,0.38983947
H3C11,214509_at,1,0.1946496
H3C12,214646_at,1,0.1724427
H3C2,208576_s_at,1,0.38226128
H3C3,208577_at,1,0.26231927
H3C4,214472_at,1,0.44010997
RPS10P7,1566720_at,1,0.18908462
RPS11P6,233149_at,1,0.28805485
RPS12,213377_x_at,1,0.9076955
RPS13,200018_at,1,0.88527095
RPL7L1,224738_x_at,1,0.7052301
RPL8,200936_at,1,0.8573111
RPL9,200032_s_at,1,0.90503645
RPLP2P1,216490_x_at,1,0.44733685
H2BC15,207226_at,1,0.13378733
H2BC17,214540_at,1,0.24913724
H2BC21,202708_s_at,1,0.5972299
H2BC3,208547_at,1,0.22178818
RPS6KA1,203379_at,1,0.539466
RPS6KA2-AS1,236658_at,1,0.12895893
RPS16P5,1566079_at,1,0.566824
RPS18,201049_s_at,1,0.90637785
RPS19BP1,225148_at,1,0.56950206
RPS25,200091_s_at,1,0.85549396
RPS26,217753_s_at,1,0.8600186
RPPH1,1556684_at,1,0.32164705
RPRM,219370_at,1,0.18532148
RPRML,1554655_a_at,1,0.13564599
HAAO,205657_at,1,0.32526875
HABP2,206010_at,1,0.22897734
RRAGA,201628_s_at,1,0.6322764
RRAGB,205540_s_at,1,0.2949162
RPS2P45,207489_at,1,0.11899328
RPS3,208692_at,1,0.8672191
RPS4Y1,201909_at,1,0.6148411
RPS5,200024_at,1,0.85880715
H3C6,214616_at,1,0.19835518
H3C7,208506_at,1,0.32928976
H3C8,208496_x_at,1,0.34931222
H4C1,208046_at,1,0.2302756
H4C11,208580_x_at,1,0.49268532
H4C12,214463_x_at,1,0.49351123
H4C13,214562_at,1,0.15360536
H4C14,207046_at,1,0.28518784
H4C2,214516_at,1,0.18967448
H2BC14,208515_at,1,0.29407915
H2BC7,208490_x_at,1,0.5661824
H2BC8,215779_s_at,1,0.42682928
H2BC9,208546_x_at,1,0.49233478
H2BW2,234899_at,1,0.10732609
H3-4,208572_at,1,0.26148742
H2AC25,221582_at,1,0.39104456
H2AC4,208569_at,1,0.31817135
H2AC6,215071_s_at,1,0.63103086
H2AC7,214522_x_at,1,0.44328463
H2AC8,214469_at,1,0.37872082
H2AP,215142_at,1,0.096130654
RPTN,1553454_at,1,0.10348729
RPTOR,225715_at,1,0.3003383
RPUSD1,226078_at,1,0.40449202
RPUSD2,221940_at,1,0.36328986
RPUSD4,225398_at,1,0.5192164
H2BC10,208523_x_at,1,0.49125013
H2BC11,214502_at,1,0.124078445
H2BC12,209806_at,1,0.7413742
H2BC12L,208579_x_at,1,0.59710634
H2BC13,207611_at,1,0.13120463
H1-4,208553_at,1,0.4872469
H1-5,214534_at,1,0.2589004
H1-8,1553064_at,1,0.12115463
H1-9P,231229_at,1,0.12388101
RRM2B,223342_at,1,0.49515277
RRN3P2,243124_at,1,0.4198677
RPS6KB2,203777_s_at,1,0.39911687
RPS6KC1,218909_at,1,0.41644308
RPS6KL1,223534_s_at,1,0.21051516
RPSA,213801_x_at,1,0.87977695
H2BC6,208527_x_at,1,0.57159317
GZMB,210164_at,1,0.4909463
RSPH4A,233071_at,1,0.13152933
RSPH6A,220965_s_at,1,0.19954367
RSPH9,230695_s_at,1,0.124045804
RSPO1,241450_at,1,0.09494712
RSPO2,1554012_at,1,0.09203908
RSPO3,228186_s_at,1,0.11711924
RSPO4,237423_at,1,0.10647911
RRP7BP,214828_s_at,1,0.21448573
RRP9,204133_at,1,0.276168
RRS1,209567_at,1,0.43222484
RRS1-DT,237729_at,1,0.080439985
RSAD1,218307_at,1,0.48905736
RRAS,212647_at,1,0.31506172
RRH,208314_at,1,0.14336777
H2BC1,241519_at,1,0.08053814
RTL3,1552935_at,1,0.2307895
RTL5,227823_at,1,0.13750948
RSPH1,230093_at,1,0.14663501
RSPH10B,1557417_s_at,1,0.05514519
RSPH10B2,1555272_at,1,0.40785283
H2AB3,214412_at,1,0.16886187
H2AC10P,216585_at,1,0.17550044
H2AC11,207156_at,1,0.31416228
H2AC13,214542_x_at,1,0.398203
H2AC14,208583_x_at,1,0.46375883
H2AC16,214554_at,1,0.3338848
H2AC17,214481_at,1,0.3430838
GYPC,202947_s_at,1,0.66499794
GYS1,201673_s_at,1,0.5053293
GYS2,214621_at,1,0.062048562
GZMA,205488_at,1,0.45423925
RTCB,200042_at,1,0.6168037
GUSBP5,240063_at,1,0.21740441
GUCA2B,207502_at,1,0.15788646
GUCD1,223039_at,1,0.61380285
GZMH,210321_at,1,0.37550098
GZMK,206666_at,1,0.3869427
GZMM,207460_at,1,0.32062835
H1-0,208886_at,1,0.59769195
H1-1,208484_at,1,0.063037135
H1-10,204805_s_at,1,0.79283524
H1-10-AS1,1558168_at,1,0.09404861
H1-2,209398_at,1,0.6899634
H1-3,214537_at,1,0.4302218
GUSBP15,215043_s_at,1,0.3211598
GUSBP2,1555568_at,1,0.32128295
RTEL1-TNFRSF6B,216325_x_at,1,0.1581945
GTSE1-DT,1556661_at,1,0.1427883
GTSF1,227711_at,1,0.3641126
GTF2F2,209595_at,1,0.44127277
GTF2H2B,215470_at,1,0.3714405
GTF2H4,203577_at,1,0.38580546
GUCY1B2,220506_at,1,0.11994786
GUCY2C,206312_at,1,0.13679692
GUCY2D,207884_at,1,0.13688621
GUCY2F,208053_at,1,0.04966472
GTF3C6,225083_at,1,0.68651265
RTN4R,228550_at,1,0.27270192
RTN4RL1,230700_at,1,0.15585083
RTN4RL2,229345_at,1,0.056921404
RTP4,219684_at,1,0.2775598
RTP5,1560035_at,1,0.040519956
RTBDN,223719_s_at,1,0.16607222
RTRAF,217768_at,1,0.78638196
GTF2I-AS1,229896_at,1,0.14262229
GTF2IP20,227922_x_at,1,0.34236228
GTF2IP7,1570044_at,1,0.12701954
GTF2IRD1,218412_s_at,1,0.28564745
GSTP1,200824_at,1,0.7025236
GSTT2,205439_at,1,0.07498947
GSTT4,207215_at,1,0.13305517
GSTZ1,209531_at,1,0.35829294
RUNDC3A-AS1,1557644_at,1,0.10593203
RUNX1-IT1,220918_at,1,0.491831
RTL6,223228_at,1,0.4851316
RTL8A,217948_at,1,0.27881184
RTL8C,201828_x_at,1,0.49102724
RTL9,232785_at,1,0.11455763
GTPBP6,203314_at,1,0.52807343
RUSC2,213066_at,1,0.22253032
RUVBL1,201614_s_at,1,0.43988267
GSX2,230338_x_at,1,0.18571313
GTF2A1-AS1,1559009_at,1,0.17678411
GTF2A1L,1552585_s_at,1,0.15605822
GTF2B,208066_s_at,1,0.6976032
GTF2E1,205930_at,1,0.41734612
GTF2E2,202680_at,1,0.48583916
GSPT2,205541_s_at,1,0.43264884
GSTA1,215766_at,1,0.36831033
GSTA2,203924_at,1,0.12744933
GSTA3,222102_at,1,0.12463124
RWDD3,205087_at,1,0.55557096
RWDD4,225574_at,1,0.54091775
RXFP2,1553326_at,1,0.15974958
RXFP3,221066_at,1,0.023580197
S100G,207885_at,1,0.070961006
S100P,204351_at,1,0.5540241
S100Z,1554876_a_at,1,0.33641788
S1PR1,204642_at,1,0.40828133
S1PR1-DT,244422_at,1,0.10213015
RXRG,205954_at,1,0.15157364
RYR1,205485_at,1,0.13653396
RYR3,206306_at,1,0.19553693
RYR3-DT,231436_at,1,0.22729549
S100A1,205334_at,1,0.20731387
S100A11,200660_at,1,0.58794904
S100A12,205863_at,1,0.6707674
S100A14,218677_at,1,0.2050047
S100A16,227998_at,1,0.3872925
S100A2,204268_at,1,0.16874278
RUSC1,206949_s_at,1,0.48272893
SAG,206671_at,1,0.24560946
SAGE1,220793_at,1,0.08286226
S100A3,206027_at,1,0.12679769
S100A4,203186_s_at,1,0.7738951
S100A5,207763_at,1,0.108028844
S100A7,205916_at,1,0.04614904
GSTCD-AS1,241126_at,1,0.03238569
GSTK1,217751_at,1,0.7122855
GSTM2,204418_x_at,1,0.5123763
GSTM5,205752_s_at,1,0.34498003
GSC,1552338_at,1,0.04044907
GSC2,221441_at,1,0.08768427
GSDMC,234305_s_at,1,0.2975786
GSDMD,218154_at,1,0.5207884
GSDME,203695_s_at,1,0.28427905
S100A9,203535_at,1,0.7898542
GS1-24F4.2,1559678_s_at,1,0.13578358
GS1-279B7.1,242226_at,1,0.15971017
GRIPAP1,225451_at,1,0.41362643
GRK1,208041_at,1,0.19613482
GRK3-AS1,239558_at,1,0.13245644
GSEC,227925_at,1,0.21250325
GSG1,221252_s_at,1,0.07271838
GSG1L,236701_at,1,0.19706081
GSKIP,223239_at,1,0.53071046
GSN-AS1,221072_at,1,0.13235961
GRM6,208035_at,1,0.20929688
GRM8-AS1,1561427_at,1,0.10198709
GRP,206326_at,1,0.06598485
SAC3D1,205449_at,1,0.42598456
SACM1L,202797_at,1,0.61917424
SACS,213262_at,1,0.47342226
SALL4,229661_at,1,0.15729281
SAMD11,1560477_a_at,1,0.20585476
GRK7,1552929_at,1,0.14513537
GRM3,205814_at,1,0.110281855
GRM3-AS1,239480_at,1,0.11590691
GRM4,210234_at,1,0.26378947
GRIK1-AS1,1554203_at,1,0.17293052
GRIK1-AS2,1560378_at,1,0.1432565
GRIK4,208552_at,1,0.10278985
SAMD13,229402_at,1,0.27644607
S1PR4,206437_at,1,0.5013836
SAA3P,222226_at,1,0.07858374
SAA4,207096_at,1,0.2580315
SAAL1,225614_at,1,0.50124955
GRPR,207929_at,1,0.2376942
GRWD1,221549_at,1,0.38730684
GRHL3,232116_at,1,0.057758454
GRID1-AS1,1557874_at,1,0.076298684
GRID2,221364_at,1,0.11846433
GRAMD1B,212906_at,1,0.41796142
GRAMD1C,219313_at,1,0.20407587
GRAMD2A,229616_s_at,1,0.12833866
GRIN3B,233892_at,1,0.18443902
GRINA,212090_at,1,0.45938405
GREP1,1564122_at,1,0.13209721
GRHL2,219388_at,1,0.15396947
SAP130,220367_s_at,1,0.49837774
SAP25,37796_at,1,0.566912
SAPCD1,212913_at,1,0.45899016
SAPCD1-AS1,230096_at,1,0.22282967
SAPCD2,225777_at,1,0.33548257
SALL2,213283_s_at,1,0.28250545
GPR83,222953_at,1,0.1255799
GPR84,223767_at,1,0.35243648
GPR87,219936_s_at,1,0.07023891
GPR88,220313_at,1,0.12921757
GPR89A,222140_s_at,1,0.4743457
GRAP2,208406_s_at,1,0.14104773
GRAPL-AS1,220849_at,1,0.2808526
GRB14,206204_at,1,0.1037645
GRB7,210761_s_at,1,0.16088861
GPS1,217782_s_at,1,0.43993452
GPS2,209350_s_at,1,0.60379314
SARS2,218702_at,1,0.37706748
SASH3,204923_at,1,0.65420693
SASS6,231895_at,1,0.37687913
SAT2,225272_at,1,0.57995677
SAMMSON,1569544_at,1,0.10308199
GPRASP1,204793_at,1,0.39767912
GPRASP2,228027_at,1,0.25745374
GPRASP3,213709_at,1,0.20882517
GPRC6A,1552775_at,1,0.09792973
GPR42,221385_s_at,1,0.17133954
GPR45,211175_at,1,0.06966697
GPR50,208311_at,1,0.07899307
GPR52,221313_at,1,0.051526897
SBDS,222669_s_at,1,0.687049
SBDSP1,1554089_s_at,1,0.6370123
SARAF,200847_s_at,1,0.8058447
GPT,206709_x_at,1,0.30468568
GPT2,224839_s_at,1,0.32236236
GPX1,200736_s_at,1,0.8034944
GPX4,201106_at,1,0.7355937
GPX7,213170_at,1,0.5171587
GPR62,1554559_at,1,0.16015407
GPR63,220993_s_at,1,0.14744866
GPR65,214467_at,1,0.48341468
GPR75,220481_at,1,0.15451844
GPR78,1553063_at,1,0.20654407
GPR183,205419_at,1,0.5569671
GPR19,207183_at,1,0.1386933
GPR199P,236246_x_at,1,0.11958272
GPR25,221363_x_at,1,0.11039654
SCAF8,203250_at,1,0.6539026
SCAMP1-AS1,238039_at,1,0.43604714
SCAMP3,201771_at,1,0.5683809
SAXO1,231570_at,1,0.09517762
SAXO2,1556158_at,1,0.104147956
SAXO3,242954_at,1,0.1151253
SAXO4,235402_at,1,0.2734854
SCAND3,244758_at,1,0.10223269
SCAP,212329_at,1,0.54356503
GPR3,214613_at,1,0.17921603
GPR31,208556_at,1,0.05485969
GPR32,221469_at,1,0.1455253
GPR34,223620_at,1,0.2305141
GPR35,210264_at,1,0.29777384
GPR158,232195_at,1,0.0716604
GPR160,223423_at,1,0.56329143
GPR162,205056_s_at,1,0.13817142
SCARNA2,237137_at,1,0.23237006
SCART1,1569212_at,1,0.19101483
SCAT1,241394_at,1,0.13692424
SBSN,235272_at,1,0.20986061
SCAF1,225500_x_at,1,0.32031637
GPR61,224531_at,1,0.11318698
SCG3,219196_at,1,0.051585205
SCG5,203889_at,1,0.15875374
GPR171,207651_at,1,0.29278165
GPR174,224285_at,1,0.22240755
GPR18,210279_at,1,0.47700667
GPR108,225058_at,1,0.5195428
GPR137B,204137_at,1,0.33286074
SCGB1A1,205725_at,1,0.11613922
SCGB1C1,1552449_a_at,1,0.081949465
SCGB1D1,207910_at,1,0.060398687
SCGB1D2,206799_at,1,0.063882366
SCGB2A1,205979_at,1,0.06852661
SCGB2A2,206378_at,1,0.15802409
SCGB2B2,237748_at,1,0.16810468
SCGB3A1,230378_at,1,0.1806805
SCGB3A2,228782_at,1,0.06412353
GPIHBP1,238062_at,1,0.1030098
GPKOW,203776_at,1,0.4632018
SCNM1,218672_at,1,0.5853272
SCNN1B,205464_at,1,0.0991573
SCNN1D,208458_at,1,0.14818433
SCO1,223221_at,1,0.42035457
SCGN,205697_at,1,0.11227683
SCHIP1,204030_s_at,1,0.37800276
SCIRT,234234_at,1,0.12777485
SCMH1,221216_s_at,1,0.4777035
SCMH1-DT,231105_at,1,0.09132193
SCML2,206147_x_at,1,0.49233
SCN10A,208578_at,1,0.3189287
SCN1A-AS1,1563031_at,1,0.13621244
SCN1B,205508_at,1,0.31922218
SCG2,204035_at,1,0.1790618
GPM6A-DT,1560282_at,1,0.1901308
GPN1,209313_at,1,0.59494907
GPN3,218461_at,1,0.49728987
GPR101,1553544_at,1,0.123089306
GPBAR1,1552501_a_at,1,0.29769826
GPC1-AS1,214858_at,1,0.12603623
GPR137C,242592_at,1,0.17265743
GPR141,1563720_at,1,0.14987202
GPR143,206696_at,1,0.043606095
GPR146,228770_at,1,0.28044474
GPR149,1562215_at,1,0.12108612
GPR15,208524_at,1,0.13087
GPR150,231349_at,1,0.17866836
